"Number of header lines:";"40";
"Experiment";"2017_batch2";
"System Independent Variable";
"Trial name";"Trial   311";
"Trial ID";"310";
"Arena name";"Water Maze";
"Arena ID";"0";
"Subject name";"Subject 1";
"Subject ID";"0";
"Arena settings";"West Platform";
"Detection settings";"7 steps - 22 LUX";
"Trial Control settings";"Probe - 100 s";
"Start time";"02/10/2017 11:25:12";
"Trial duration";"00:01:47";
"Recording after";"00:00:07";
"Recording duration";"00:01:40";
"Track";"Track filet0310a0000o0000_0001.trk";
"Tracking source";"Basler GenICam [Basler acA1300-60]";
"Video file";"D:\2017_batch2\Media Files\Trial   311.mpg";
"Video start time";"02/10/2017 11:25:12";
"Trial status";"Acquired";
"Acquisition status";"Acquired";
"Track status";"Acquired";
"Video file status";"Generated";
"Sync status";"Not available";
"Reference duration";"00:01:47";
"Reference time";"02/10/2017 11:25:12";
"Sof file";"";
"Missed samples";"0.0 %";
"Subject not found";"2.5 %";
"SIR calculation result";"Tr::eIdrUndefined";
"User-defined Independent Variable";
"Animal ID";"1blue_2";
"Release quadrant";"";
"trial";"probe1";
"Platform Position";"W";
"Day";"6";
" ";
"Trial time";"Recording time";"X center";"Y center";"Area";"Areachange";"Elongation";"Distance moved";"Velocity";"In zone";"In zone 2(Platform (E) / center-point)";"In zone 2(Platform (W) / center-point)";"In zone 3(South / center-point)";"In zone 3(West / center-point)";"In zone 3(North / center-point)";"In zone 3(East / center-point)";"Result 1";
"s";"s";"cm";"cm";"cm?";"cm?";"";"cm";"cm/s";"";"";"";"";"";"";"";"";
7.000;0.000;-43.4148;-5.67366;18.0926;8.41515;0.784148;"-";"-";1;0;0;0;0;0;1;1;
7.040;0.040;-42.2978;-6.03762;19.1182;9.80891;0.788766;1.17479;29.3698;1;0;0;0;0;0;1;1;
7.080;0.080;-41.2043;-6.26351;19.3811;8.62553;0.780903;1.11659;27.9148;1;0;0;0;0;0;1;1;
7.120;0.120;-40.1402;-6.3598;19.3811;8.73072;0.729931;1.06845;26.7114;1;0;0;0;0;0;1;1;
7.160;0.160;-39.1115;-6.33701;19.0393;9.49334;0.702536;1.02896;25.7241;1;0;0;0;0;0;1;1;
7.200;0.200;-38.1228;-6.20377;17.6718;10.3086;0.747121;0.997657;24.9414;1;0;0;0;0;0;1;1;
7.240;0.240;-37.1773;-5.96641;17.9611;9.07258;0.74361;0.974792;24.3698;1;0;0;0;0;0;1;1;
7.280;0.280;-36.2774;-5.62943;17.8822;9.44074;0.732359;0.960917;24.0229;1;1;0;0;0;0;1;1;
7.320;0.320;-35.4247;-5.1959;18.4607;7.73142;0.748743;0.956591;23.9148;1;1;0;0;0;0;1;1;
7.360;0.360;-34.6203;-4.66785;19.6967;8.59923;0.798287;0.962216;24.0554;1;1;0;0;0;0;1;1;
7.400;0.400;-33.8651;-4.04653;20.3804;9.15147;0.809421;0.977945;24.4486;1;1;0;0;0;0;1;1;
7.440;0.440;-33.1087;-3.25504;21.5375;10.0456;0.816296;1.09481;27.3704;1;1;0;0;0;0;1;1;
7.480;0.480;-32.4044;-2.35297;24.2987;9.49334;0.802338;1.14446;28.6116;1;1;0;0;0;0;1;1;
7.520;0.520;-31.766;-1.3699;23.2994;9.62482;0.815796;1.17219;29.3047;1;1;0;0;0;0;1;1;
7.560;0.560;-31.1977;-0.316782;22.379;10.7556;0.815491;1.19665;29.9162;1;1;0;0;0;0;1;1;
7.600;0.600;-30.7099;0.802894;22.0109;10.7293;0.802215;1.22131;30.5329;1;1;0;0;0;0;1;1;
7.640;0.640;-30.292;1.96744;23.8254;9.44074;0.800228;1.23728;30.9321;1;0;0;0;0;0;1;1;
7.680;0.680;-29.9642;3.13669;21.6953;8.33626;0.792564;1.21431;30.3578;1;0;0;0;0;0;1;1;
7.720;0.720;-29.7389;4.29175;20.8275;10.703;0.786773;1.17684;29.4209;1;0;0;0;0;0;1;1;
7.760;0.760;-29.6171;5.412;21.8268;10.6241;0.761686;1.12685;28.1713;1;0;0;0;0;0;1;1;
7.800;0.800;-29.6097;6.49979;21.5375;10.0193;0.76794;1.08782;27.1955;1;0;0;0;0;0;1;1;
7.840;0.840;-29.7107;7.53695;20.9327;10.4926;0.717995;1.04207;26.0518;1;0;0;0;0;0;1;1;
7.880;0.880;-29.9192;8.5015;21.4323;9.8615;0.763885;0.986824;24.6706;1;0;0;0;0;0;1;1;
7.920;0.920;-30.2275;9.37107;22.3527;10.0719;0.740655;0.922587;23.0647;1;0;0;0;0;0;1;1;
7.960;0.960;-30.6178;10.1261;21.2482;8.73072;0.738818;0.849902;21.2475;1;0;0;0;0;0;1;1;
8.000;1.000;-31.0718;10.7615;21.4586;7.73142;0.759297;0.780996;19.5249;1;0;0;0;0;0;1;1;
8.040;1.040;-31.5699;11.2633;19.0393;9.51964;0.690346;0.707039;17.676;1;0;0;0;0;0;1;1;
8.080;1.080;-32.0831;11.6195;18.8552;9.28296;0.672673;0.624695;15.6174;1;0;0;0;0;0;1;1;
8.120;1.120;-32.6002;11.8258;18.8815;5.86431;0.650622;0.556761;13.919;1;0;0;0;0;0;1;1;
8.160;1.160;-33.1009;11.8919;18.3818;7.9155;0.661121;0.505004;12.6251;1;0;0;0;0;0;1;1;
8.200;1.200;-33.5554;11.8223;18.3555;6.12728;0.61153;0.459821;11.4955;1;0;0;0;0;0;1;1;
8.240;1.240;-33.9445;11.6228;17.9611;6.23247;0.661359;0.437286;10.9321;1;0;0;0;0;0;1;1;
8.280;1.280;-34.2545;11.3047;17.8033;4.57574;0.712317;0.444168;11.1042;1;0;0;0;0;0;1;1;
8.320;1.320;-34.4711;10.8791;18.7237;6.39025;0.713846;0.477518;11.9379;1;0;0;0;0;0;1;1;
8.360;1.360;-34.5788;10.3561;19.3285;6.96879;0.758495;0.533946;13.3487;1;0;0;0;0;0;1;1;
8.400;1.400;-34.5773;9.74922;19.5389;6.25877;0.789554;0.606912;15.1728;1;0;0;0;0;0;1;1;
8.440;1.440;-34.4691;9.0604;21.406;6.96879;0.812603;0.697264;17.4316;1;0;0;0;0;0;1;1;
8.480;1.480;-34.2767;8.29837;22.2212;6.96879;0.833339;0.785939;19.6485;1;0;0;0;0;0;1;1;
8.520;1.520;-34.001;7.47261;21.8531;8.20477;0.841144;0.870569;21.7642;1;0;0;0;0;0;1;1;
8.560;1.560;-33.6436;6.60048;22.9576;9.25666;0.814976;0.942539;23.5635;1;0;0;0;0;0;1;1;
8.600;1.600;-33.2299;5.68418;23.1417;10.44;0.806952;1.00536;25.1339;1;0;0;0;0;0;1;1;
8.640;1.640;-32.7772;4.71552;24.0095;9.07258;0.820828;1.06921;26.7302;1;0;0;0;0;0;1;1;
8.680;1.680;-32.3054;3.69173;23.0891;9.65112;0.832996;1.12729;28.1824;1;0;0;0;0;0;1;1;
8.720;1.720;-31.8248;2.61128;23.3257;11.1764;0.811012;1.18252;29.563;1;0;0;0;0;0;1;1;
8.760;1.760;-31.3438;1.465;24.325;10.6241;0.829188;1.24311;31.0778;1;1;0;0;0;0;1;1;
8.800;1.800;-30.8668;0.260227;23.5887;10.3086;0.845939;1.29575;32.3938;1;1;0;0;0;0;1;1;
8.840;1.840;-30.3951;-0.974769;23.3257;11.3079;0.803905;1.322;33.0501;1;1;0;0;0;0;1;1;
8.880;1.880;-29.9202;-2.22613;24.5617;10.3874;0.825503;1.33846;33.4615;1;1;0;0;0;0;1;1;
8.920;1.920;-29.432;-3.47615;25.6662;9.8878;0.809678;1.34197;33.5493;1;1;0;0;0;0;1;1;
8.960;1.960;-28.9158;-4.70812;25.0877;10.4137;0.807638;1.33574;33.3935;1;1;0;0;0;0;1;1;
9.000;2.000;-28.3627;-5.89528;23.5624;13.0961;0.769645;1.30967;32.7419;1;1;0;0;0;0;1;1;
9.040;2.040;-27.75;-7.01654;23.2205;10.966;0.704851;1.27775;31.9438;1;1;0;0;0;0;1;1;
9.080;2.080;-27.0704;-8.05655;22.5631;11.3867;0.706516;1.24235;31.0587;1;1;0;0;0;0;1;1;
9.120;2.120;-26.3073;-8.98594;22.3527;10.4137;0.767266;1.20252;30.0631;1;1;0;0;0;0;1;1;
9.160;2.160;-25.4516;-9.79791;21.9846;9.46704;0.770312;1.17966;29.4915;1;0;0;0;0;0;1;1;
9.200;2.200;-24.4952;-10.466;22.7209;8.94109;0.778371;1.16666;29.1665;1;0;0;0;0;0;1;1;
9.240;2.240;-23.4583;-10.9839;23.6676;11.0975;0.801707;1.15903;28.9758;1;0;0;0;0;0;1;1;
9.280;2.280;-22.3467;-11.3432;24.4828;11.3342;0.791064;1.16819;29.2049;1;0;0;0;0;0;1;1;
9.320;2.320;-21.1767;-11.5404;23.9043;10.3611;0.776324;1.18653;29.6633;1;0;0;0;0;0;1;1;
9.360;2.360;-19.9705;-11.5697;24.7458;10.4137;0.777509;1.20653;30.1634;1;0;0;0;0;0;1;1;
9.400;2.400;-18.747;-11.4344;23.4835;12.4649;0.767029;1.23095;30.7737;1;0;0;0;0;0;1;1;
9.440;2.440;-17.5274;-11.1456;23.9832;11.7023;0.747813;1.25335;31.3338;1;0;0;0;0;0;1;1;
9.480;2.480;-16.3303;-10.7099;22.7735;12.5175;0.742847;1.27392;31.8479;1;0;0;0;0;0;1;1;
9.520;2.520;-15.1798;-10.1342;24.0358;10.4663;0.754307;1.2865;32.1624;1;0;0;0;0;0;1;1;
9.560;2.560;-14.0785;-9.42927;24.1673;11.7549;0.76691;1.30755;32.6886;1;0;0;0;0;0;1;1;
9.600;2.600;-13.0346;-8.60272;24.7195;10.3349;0.762245;1.33151;33.2878;1;0;0;0;0;0;1;1;
9.640;2.640;-12.052;-7.68569;23.9832;12.0442;0.763778;1.34406;33.6015;1;0;0;0;0;0;1;1;
9.680;2.680;-11.1236;-6.67944;24.5617;10.5715;0.793375;1.36911;34.2277;1;0;0;0;0;0;1;1;
9.720;2.720;-10.2188;-5.60967;24.6932;11.7549;0.765211;1.40113;35.0283;1;0;0;0;0;0;1;1;
9.760;2.760;-9.33439;-4.52112;25.4295;11.939;0.7808;1.40252;35.0631;1;0;0;0;0;0;1;1;
9.800;2.800;-8.46342;-3.43074;25.561;11.4919;0.768903;1.39554;34.8885;1;0;0;0;0;0;1;1;
9.840;2.840;-7.57258;-2.35665;25.0351;12.5701;0.786365;1.39544;34.8859;1;0;0;0;0;0;1;1;
9.880;2.880;-6.65846;-1.33025;25.3243;12.0705;0.772843;1.37445;34.3614;1;0;0;0;0;0;1;1;
9.920;2.920;-5.68634;-0.353426;25.7188;11.9127;0.761311;1.37811;34.4527;1;0;0;0;0;0;1;1;
9.960;2.960;-4.65425;0.536443;25.9029;10.6504;0.765886;1.36275;34.0687;1;0;0;0;0;0;1;1;
10.000;3.000;-3.55011;1.3383;25.7977;11.676;0.775538;1.36459;34.1148;1;0;0;0;0;0;1;1;
10.040;3.040;-2.37867;2.04972;26.4288;12.5701;0.793626;1.37055;34.2637;1;0;0;0;0;0;1;1;
10.080;3.080;-1.13641;2.68389;26.5603;11.7549;0.787281;1.39476;34.8691;1;0;0;0;0;0;1;1;
10.120;3.120;0.17578;3.24596;28.1381;10.0982;0.813435;1.4275;35.6876;1;0;0;0;0;0;1;1;
10.160;3.160;1.55186;3.74553;27.9015;11.5445;0.809774;1.46396;36.599;1;0;0;0;0;0;1;1;
10.200;3.200;2.97216;4.19141;28.2696;12.3072;0.817226;1.48864;37.2161;1;0;0;1;0;0;0;1;
10.240;3.240;4.4303;4.60425;28.5326;11.2553;0.812275;1.51545;37.8864;1;0;0;1;0;0;0;1;
10.280;3.280;5.91365;5.00172;27.9804;12.912;0.791443;1.53568;38.392;1;0;0;1;0;0;0;1;
10.320;3.320;7.41745;5.40015;28.9008;11.0712;0.799454;1.55569;38.8923;1;0;0;1;0;0;0;1;
10.360;3.360;8.92291;5.80361;28.1644;12.2546;0.797909;1.55858;38.9646;1;0;0;1;0;0;0;1;
10.400;3.400;10.4174;6.22305;28.3748;11.7286;0.78734;1.55224;38.8061;1;0;0;1;0;0;0;1;
10.440;3.440;11.8962;6.66691;27.1388;12.5964;0.754252;1.54396;38.599;1;0;0;1;0;0;0;1;
10.480;3.480;13.3493;7.14951;26.8233;12.4649;0.777417;1.53112;38.2781;1;0;0;1;0;0;0;1;
10.520;3.520;14.7785;7.6587;25.6925;12.4386;0.755789;1.51723;37.9309;1;0;0;1;0;0;0;1;
10.560;3.560;16.1769;8.18678;26.9811;11.0712;0.77688;1.49473;37.3683;1;0;0;1;0;0;0;1;
10.600;3.600;17.5497;8.72751;25.7188;11.939;0.756088;1.47547;36.8868;1;0;0;0;1;0;0;1;
10.640;3.640;18.9005;9.27714;27.06;11.0712;0.794479;1.45834;36.4585;1;0;0;0;1;0;0;1;
10.680;3.680;20.2384;9.81053;25.6925;12.3072;0.791742;1.44034;36.0086;1;0;0;0;1;0;0;1;
10.720;3.720;21.5686;10.3121;26.9811;9.65112;0.794754;1.42156;35.5389;1;0;0;0;1;0;0;1;
10.760;3.760;22.8919;10.7629;25.561;12.7805;0.748826;1.39799;34.9498;1;0;0;0;1;0;0;1;
10.800;3.800;24.2137;11.1543;25.6399;11.0712;0.785198;1.37856;34.464;1;0;0;0;1;0;0;1;
10.840;3.840;25.5404;11.4728;25.9292;10.9134;0.800351;1.36441;34.1102;1;0;0;0;1;0;0;1;
10.880;3.880;26.8762;11.7009;25.298;11.3079;0.799732;1.35508;33.8769;1;0;0;0;1;0;0;1;
10.920;3.920;28.2295;11.8243;25.2191;11.4919;0.78325;1.35895;33.9738;1;0;0;0;1;0;0;1;
10.960;3.960;29.5835;11.8467;26.0081;10.8345;0.772733;1.35415;33.8537;1;0;0;0;1;0;0;1;
11.000;4.000;30.928;11.7923;25.0877;10.8608;0.786015;1.34559;33.6398;1;0;0;0;1;0;0;1;
