"Number of header lines:";"40";
"Experiment";"2017_batch2";
"System Independent Variable";
"Trial name";"Trial   634";
"Trial ID";"633";
"Arena name";"Water Maze";
"Arena ID";"0";
"Subject name";"Subject 1";
"Subject ID";"0";
"Arena settings";"West Platform";
"Detection settings";"7 steps - 22 LUX";
"Trial Control settings";"Probe - 100 s";
"Start time";"09/10/2017 11:41:34";
"Trial duration";"00:01:47";
"Recording after";"00:00:07";
"Recording duration";"00:01:40";
"Track";"Track filet0633a0000o0000_0001.trk";
"Tracking source";"Basler GenICam [Basler acA1300-60]";
"Video file";"D:\2017_batch2\Media Files\Trial   634.mpg";
"Video start time";"09/10/2017 11:41:34";
"Trial status";"Acquired";
"Acquisition status";"Acquired";
"Track status";"Acquired";
"Video file status";"Generated";
"Sync status";"Not available";
"Reference duration";"00:01:47";
"Reference time";"09/10/2017 11:41:34";
"Sof file";"";
"Missed samples";"0.0 %";
"Subject not found";"20.0 %";
"SIR calculation result";"Tr::eIdrUndefined";
"User-defined Independent Variable";
"Animal ID";"3green";
"Release quadrant";"";
"trial";"probe2";
"Platform Position";"W";
"Day";"11";
" ";
"Trial time";"Recording time";"X center";"Y center";"Area";"Areachange";"Elongation";"Distance moved";"Velocity";"In zone";"In zone 2(Platform (E) / center-point)";"In zone 2(Platform (W) / center-point)";"In zone 3(South / center-point)";"In zone 3(West / center-point)";"In zone 3(North / center-point)";"In zone 3(East / center-point)";"Result 1";
"s";"s";"cm";"cm";"cm?";"cm?";"";"cm";"cm/s";"";"";"";"";"";"";"";"";
6.920;0.000;-32.881;-11.462;22.7472;10.5452;0.838369;"-";"-";1;1;0;0;0;0;1;1;
6.960;0.040;-31.9578;-12.5863;24.3513;10.1771;0.836453;1.4548;36.3701;1;0;0;0;0;0;1;1;
7.000;0.080;-31.0908;-13.774;24.1673;9.38815;0.829986;1.47049;36.7622;1;0;0;0;0;0;1;1;
7.040;0.120;-30.2824;-15.0051;25.5873;11.3079;0.844806;1.47273;36.8184;1;0;0;0;0;0;1;1;
7.080;0.160;-29.5348;-16.2612;25.6136;10.2297;0.838827;1.4617;36.5425;1;0;0;0;0;0;1;1;
7.120;0.200;-28.8498;-17.5289;26.1658;10.44;0.843905;1.44096;36.024;1;0;0;0;0;0;1;1;
7.160;0.240;-28.2284;-18.799;25.4821;11.5182;0.833867;1.41396;35.3491;1;0;0;0;0;0;1;1;
7.200;0.280;-27.6715;-20.0653;26.5603;12.1757;0.818265;1.38335;34.5837;1;0;0;0;0;0;1;1;
7.240;0.320;-27.1795;-21.3236;24.9825;9.94039;0.788967;1.35105;33.7761;1;0;0;0;0;0;1;1;
7.280;0.360;-26.7529;-22.5711;24.851;11.5971;0.814265;1.31849;32.9623;1;0;0;0;0;0;1;1;
7.320;0.400;-26.392;-23.8062;24.5091;11.3867;0.788324;1.28673;32.1683;1;0;0;0;0;0;1;1;
7.360;0.440;-26.0808;-25.1451;25.2454;10.5189;0.797215;1.37459;34.3648;1;0;0;0;0;0;1;1;
7.400;0.480;-25.8326;-26.4604;24.4039;9.73001;0.774559;1.33852;33.463;1;0;0;0;0;0;1;1;
7.440;0.520;-25.6534;-27.7327;24.588;9.70372;0.795466;1.28483;32.1208;1;0;0;0;0;0;1;1;
7.480;0.560;-25.5545;-28.9464;23.9043;9.09888;0.752937;1.21778;30.4445;1;0;0;0;0;0;1;1;
7.520;0.600;-25.546;-30.0758;22.4579;10.3874;0.743207;1.12938;28.2346;1;0;0;0;0;0;1;1;
7.560;0.640;-25.6235;-31.1229;20.696;9.28296;0.643653;1.04997;26.2493;1;0;0;0;0;0;1;1;
7.600;0.680;-25.7855;-32.0822;19.2759;8.04698;0.616984;0.972847;24.3212;1;0;0;0;0;0;1;1;
7.640;0.720;-26.0289;-32.9309;18.3818;9.8352;0.566758;0.882915;22.0729;1;0;0;0;0;0;1;1;
7.680;0.760;-26.3634;-33.6415;18.3818;9.30926;0.64897;0.785405;19.6351;1;0;0;0;0;0;1;1;
7.720;0.800;-26.7754;-34.2244;18.6448;7.20547;0.735738;0.713852;17.8463;1;0;0;0;0;0;1;1;
7.760;0.840;-27.2508;-34.6674;18.75;6.99509;0.811716;0.649771;16.2443;1;0;0;0;0;0;1;1;
7.800;0.880;-27.7661;-34.9584;19.4863;7.73142;0.845596;0.59185;14.7962;1;0;0;0;0;0;1;1;
7.840;0.920;-28.3087;-35.0917;19.4863;7.99439;0.819177;0.558639;13.966;1;0;0;0;0;0;1;1;
7.880;0.960;-28.85;-35.0821;19.1708;6.8899;0.747204;0.541464;13.5366;1;0;0;0;0;0;1;1;
7.920;1.000;-29.3755;-34.9413;18.3818;7.31066;0.729264;0.544029;13.6007;1;0;0;0;0;0;1;1;
7.960;1.040;-29.8719;-34.6676;18.8026;7.25806;0.734322;0.566776;14.1694;1;0;0;0;0;0;1;1;
8.000;1.080;-30.3173;-34.2732;17.514;6.54804;0.736366;0.594951;14.8738;1;0;0;0;0;0;1;1;
8.040;1.120;-30.683;-33.7581;16.804;7.44215;0.744711;0.63174;15.7935;1;0;0;0;0;0;1;1;
8.080;1.160;-30.9628;-33.1467;17.8822;5.86431;0.782928;0.672361;16.809;1;0;0;0;0;0;1;1;
8.120;1.200;-31.1509;-32.4518;18.4081;6.9425;0.778398;0.719869;17.9967;1;0;0;0;0;0;1;1;
8.160;1.240;-31.2403;-31.6744;19.2234;7.17917;0.773402;0.782581;19.5645;1;0;0;0;0;0;1;1;
8.200;1.280;-31.2266;-30.8199;19.5126;6.8636;0.763875;0.854545;21.3636;1;0;0;0;0;0;1;1;
8.240;1.320;-31.1244;-29.9001;20.6434;7.81031;0.78475;0.925454;23.1363;1;0;0;0;0;0;1;1;
8.280;1.360;-30.9484;-28.9246;20.8012;8.20477;0.758982;0.991339;24.7835;1;0;0;0;0;0;1;1;
8.320;1.400;-30.6992;-27.8985;21.3271;9.46704;0.771059;1.05587;26.3966;1;0;0;0;0;0;1;1;
8.360;1.440;-30.3757;-26.8431;22.0109;8.57293;0.779838;1.10386;27.5965;1;0;0;0;0;0;1;1;
8.400;1.480;-29.9934;-25.7468;22.2738;9.8352;0.779822;1.16107;29.0267;1;0;0;0;0;0;1;1;
8.440;1.520;-29.5615;-24.6158;22.7209;9.80891;0.776504;1.21064;30.2659;1;0;0;0;0;0;1;1;
8.480;1.560;-29.0914;-23.4394;22.5368;9.80891;0.763613;1.26688;31.6719;1;0;0;0;0;0;1;1;
8.520;1.600;-28.5819;-22.2328;23.3257;10.4137;0.773146;1.3098;32.7449;1;0;0;0;0;0;1;1;
8.560;1.640;-28.0404;-20.9966;23.5098;10.8082;0.756633;1.34961;33.7401;1;0;0;0;0;0;1;1;
8.600;1.680;-27.4844;-19.7275;23.7991;10.9134;0.767154;1.38554;34.6384;1;0;0;0;0;0;1;1;
8.640;1.720;-26.9094;-18.4338;23.6939;12.1494;0.732766;1.41572;35.3931;1;0;0;0;0;0;1;1;
8.680;1.760;-26.3315;-17.0961;24.1673;11.9916;0.76939;1.45713;36.4282;1;0;0;0;0;0;1;1;
8.720;1.800;-25.7348;-15.7251;24.5617;11.7023;0.748713;1.49528;37.3821;1;0;0;0;0;0;1;1;
8.760;1.840;-25.1623;-14.3303;23.5624;12.3072;0.74886;1.50767;37.6919;1;0;0;0;0;0;1;1;
8.800;1.880;-24.6151;-12.9365;23.3783;12.7016;0.6939;1.49739;37.4348;1;0;0;0;0;0;1;1;
8.840;1.920;-24.1157;-11.5313;22.7998;12.4123;0.709698;1.49133;37.2832;1;0;0;0;0;0;1;1;
8.880;1.960;-23.6598;-10.1358;24.1673;12.0968;0.688603;1.46805;36.7012;1;0;0;0;0;0;1;1;
8.920;2.000;-23.2684;-8.76573;24.8773;13.9113;0.73366;1.4249;35.6225;1;0;0;0;0;0;1;1;
8.960;2.040;-22.9391;-7.42963;28.9534;14.0691;0.68315;1.37607;34.4017;1;0;0;0;0;0;1;1;
9.000;2.080;-22.6898;-6.11606;29.453;13.2802;0.613412;1.33701;33.4253;1;0;0;0;0;0;1;1;
9.040;2.120;-22.5315;-4.88126;30.6627;18.5659;0.515681;1.2449;31.1226;1;0;0;0;0;0;1;1;
9.080;2.160;-22.4416;-3.71263;31.5042;15.305;0.351862;1.17209;29.3022;1;0;0;0;0;0;1;1;
9.120;2.200;-22.414;-2.60623;28.5852;15.4891;0.58236;1.10675;27.6687;1;0;0;0;0;0;1;1;
9.160;2.240;-22.4283;-1.56781;28.0593;10.256;0.532076;1.03852;25.9629;1;0;0;0;0;0;1;1;
9.200;2.280;-22.4675;-0.590581;26.7181;12.3335;0.589036;0.978012;24.4503;1;0;0;0;0;0;1;1;
9.240;2.320;-22.5117;0.31786;32.5298;9.70372;0.516232;0.909514;22.7379;1;0;0;0;0;0;1;1;
9.280;2.360;-22.5507;1.16543;27.3492;14.8054;0.568072;0.848465;21.2116;1;0;0;0;0;0;1;1;
9.320;2.400;-22.5488;1.96014;35.7644;13.4116;0.524635;0.794711;19.8678;1;0;0;0;0;0;1;1;
9.360;2.440;-22.4912;2.71334;32.9506;13.0172;0.540015;0.755406;18.8852;1;0;0;0;0;0;1;1;
9.400;2.480;-22.3706;3.43484;26.6129;16.8566;0.586308;0.731502;18.2876;1;0;0;0;0;0;1;1;
9.440;2.520;-22.1434;4.11745;22.6946;13.5431;0.74324;0.719429;17.9857;1;0;0;0;0;0;1;1;
9.480;2.560;-21.8102;4.77452;23.9306;8.54663;0.768463;0.736729;18.4182;1;0;0;0;0;0;1;1;
9.520;2.600;-21.3554;5.38437;24.5617;8.94109;0.771253;0.760759;19.019;1;0;0;0;0;0;1;1;
9.560;2.640;-20.7948;5.94724;24.7458;9.33555;0.755197;0.794418;19.8605;1;0;0;0;0;0;1;1;
